Date,Open,High,Low,Close,Adj Close,Volume
2023-06-06,179.97000122070312,180.1199951171875,177.42999267578125,179.2100067138672,178.0572052001953,64848400
2023-06-07,178.44000244140625,181.2100067138672,177.32000732421875,177.82000732421875,176.6761474609375,61944600
2023-06-08,177.89999389648438,180.83999633789062,177.4600067138672,180.57000732421875,179.40846252441406,50214900
2023-06-09,181.5,182.22999572753906,180.6300048828125,180.9600067138672,179.79592895507812,48870700
2023-06-12,181.27000427246094,183.88999938964844,180.97000122070312,183.7899932861328,182.6077117919922,54274900
2023-06-13,182.8000030517578,184.14999389648438,182.44000244140625,183.30999755859375,182.1308135986328,54929100
2023-06-14,183.3699951171875,184.38999938964844,182.02000427246094,183.9499969482422,182.76670837402344,57462900
2023-06-15,183.9600067138672,186.52000427246094,183.77999877929688,186.00999450683594,184.81344604492188,65433200
2023-06-16,186.72999572753906,186.99000549316406,184.27000427246094,184.9199981689453,183.73045349121094,101235600
2023-06-20,184.41000366210938,186.10000610351562,184.41000366210938,185.00999450683594,183.81988525390625,49799100
2023-06-21,184.89999389648438,185.41000366210938,182.58999633789062,183.9600067138672,182.77664184570312,49515700
2023-06-22,183.74000549316406,187.0500030517578,183.6699981689453,187.0,185.79708862304688,51245300
2023-06-23,185.5500030517578,187.55999755859375,185.00999450683594,186.67999267578125,185.47914123535156,53079300
2023-06-26,186.8300018310547,188.0500030517578,185.22999572753906,185.27000427246094,184.0782012939453,48088700
2023-06-27,185.88999938964844,188.38999938964844,185.6699981689453,188.05999755859375,186.8502655029297,50730800
2023-06-28,187.92999267578125,189.89999389648438,187.60000610351562,189.25,188.0325927734375,51216800
2023-06-29,189.0800018310547,190.07000732421875,188.94000244140625,189.58999633789062,188.3704071044922,46347300
2023-06-30,191.6300048828125,194.47999572753906,191.25999450683594,193.97000122070312,192.72222900390625,85069600
2023-07-03,193.77999877929688,193.8800048828125,191.75999450683594,192.4600067138672,191.22195434570312,31458200
2023-07-05,191.57000732421875,192.97999572753906,190.6199951171875,191.3300018310547,190.09922790527344,46920300
2023-07-06,189.83999633789062,192.02000427246094,189.1999969482422,191.80999755859375,190.5761260986328,45094300
2023-07-07,191.41000366210938,192.6699981689453,190.24000549316406,190.67999267578125,189.4534149169922,46778000
2023-07-10,189.25999450683594,189.99000549316406,187.0399932861328,188.61000061035156,187.39671325683594,59922200
2023-07-11,189.16000366210938,189.3000030517578,186.60000610351562,188.0800018310547,186.87013244628906,46638100
2023-07-12,189.67999267578125,191.6999969482422,188.47000122070312,189.77000427246094,188.54925537109375,60750200
2023-07-13,190.5,191.19000244140625,189.77999877929688,190.5399932861328,189.31430053710938,41342300
2023-07-14,190.22999572753906,191.17999267578125,189.6300048828125,190.69000244140625,189.46336364746094,41573900
2023-07-17,191.89999389648438,194.32000732421875,191.80999755859375,193.99000549316406,192.74212646484375,50520200
2023-07-18,193.35000610351562,194.3300018310547,192.4199981689453,193.72999572753906,192.48379516601562,48353800
2023-07-19,193.10000610351562,198.22999572753906,192.64999389648438,195.10000610351562,193.844970703125,80507300
2023-07-20,195.08999633789062,196.47000122070312,192.5,193.1300048828125,191.8876495361328,59581200
2023-07-21,194.10000610351562,194.97000122070312,191.22999572753906,191.94000244140625,190.705322265625,71917800
2023-07-24,193.41000366210938,194.91000366210938,192.25,192.75,191.51010131835938,45377800
2023-07-25,193.3300018310547,194.44000244140625,192.9199981689453,193.6199951171875,192.37448120117188,37283200
2023-07-26,193.6699981689453,195.63999938964844,193.32000732421875,194.5,193.24884033203125,47471900
2023-07-27,196.02000427246094,197.1999969482422,192.5500030517578,193.22000122070312,191.97706604003906,47460200
2023-07-28,194.6699981689453,196.6300048828125,194.13999938964844,195.8300018310547,194.5702667236328,48291400
2023-07-31,196.05999755859375,196.49000549316406,195.25999450683594,196.4499969482422,195.186279296875,38824100
2023-08-01,196.24000549316406,196.72999572753906,195.27999877929688,195.61000061035156,194.35169982910156,35175100
2023-08-02,195.0399932861328,195.17999267578125,191.85000610351562,192.5800018310547,191.34117126464844,50389300
2023-08-03,191.57000732421875,192.3699951171875,190.69000244140625,191.1699981689453,189.9402618408203,61235200
2023-08-04,185.52000427246094,187.3800048828125,181.9199981689453,181.99000549316406,180.81932067871094,115799700
2023-08-07,182.1300048828125,183.1300048828125,177.35000610351562,178.85000610351562,177.69952392578125,97576100
2023-08-08,179.69000244140625,180.27000427246094,177.5800018310547,179.8000030517578,178.64340209960938,67823000
2023-08-09,180.8699951171875,180.92999267578125,177.00999450683594,178.19000244140625,177.0437469482422,60378500
2023-08-10,179.47999572753906,180.75,177.60000610351562,177.97000122070312,176.82518005371094,54686900
2023-08-11,177.32000732421875,178.6199951171875,176.5500030517578,177.7899932861328,176.88485717773438,51988100
2023-08-14,177.97000122070312,179.69000244140625,177.30999755859375,179.4600067138672,178.54635620117188,43675600
2023-08-15,178.8800048828125,179.47999572753906,177.0500030517578,177.4499969482422,176.54660034179688,43622600
2023-08-16,177.1300048828125,178.5399932861328,176.5,176.57000732421875,175.67108154296875,46964900
2023-08-17,177.13999938964844,177.50999450683594,173.47999572753906,174.0,173.11415100097656,66062900
2023-08-18,172.3000030517578,175.10000610351562,171.9600067138672,174.49000549316406,173.60166931152344,61114200
2023-08-21,175.07000732421875,176.1300048828125,173.74000549316406,175.83999633789062,174.94479370117188,46311900
2023-08-22,177.05999755859375,177.67999267578125,176.25,177.22999572753906,176.32769775390625,42084200
2023-08-23,178.52000427246094,181.5500030517578,178.3300018310547,181.1199951171875,180.19790649414062,52722800
2023-08-24,180.6699981689453,181.10000610351562,176.00999450683594,176.3800048828125,175.48204040527344,54945800
2023-08-25,177.3800048828125,179.14999389648438,175.82000732421875,178.61000061035156,177.70069885253906,51449600
2023-08-28,180.08999633789062,180.58999633789062,178.5500030517578,180.19000244140625,179.2726593017578,43820700
2023-08-29,179.6999969482422,184.89999389648438,179.5,184.1199951171875,183.18263244628906,53003900
2023-08-30,184.94000244140625,187.85000610351562,184.74000549316406,187.64999389648438,186.6946563720703,60813900
2023-08-31,187.83999633789062,189.1199951171875,187.47999572753906,187.8699951171875,186.9135284423828,60794500
2023-09-01,189.49000549316406,189.9199981689453,188.27999877929688,189.4600067138672,188.49545288085938,45732600
2023-09-05,188.27999877929688,189.97999572753906,187.61000061035156,189.6999969482422,188.73422241210938,45280000
2023-09-06,188.39999389648438,188.85000610351562,181.47000122070312,182.91000366210938,181.9788055419922,81755800
2023-09-07,175.17999267578125,178.2100067138672,173.5399932861328,177.55999755859375,176.65602111816406,112488800
2023-09-08,178.35000610351562,180.24000549316406,177.7899932861328,178.17999267578125,177.27288818359375,65551300
2023-09-11,180.07000732421875,180.3000030517578,177.33999633789062,179.36000061035156,178.44686889648438,58953100
2023-09-12,179.49000549316406,180.1300048828125,174.82000732421875,176.3000030517578,175.40243530273438,90370200
2023-09-13,176.50999450683594,177.3000030517578,173.97999572753906,174.2100067138672,173.32308959960938,84267900
2023-09-14,174.0,176.10000610351562,173.5800018310547,175.74000549316406,174.84530639648438,60895800
2023-09-15,176.47999572753906,176.5,173.82000732421875,175.00999450683594,174.11900329589844,109205100
2023-09-18,176.47999572753906,179.3800048828125,176.1699981689453,177.97000122070312,177.06394958496094,67257600
2023-09-19,177.52000427246094,179.6300048828125,177.1300048828125,179.07000732421875,178.15834045410156,51826900
2023-09-20,179.25999450683594,179.6999969482422,175.39999389648438,175.49000549316406,174.59658813476562,58436200
2023-09-21,174.5500030517578,176.3000030517578,173.86000061035156,173.92999267578125,173.04449462890625,63047900
2023-09-22,174.6699981689453,177.0800018310547,174.0500030517578,174.7899932861328,173.90011596679688,56725400
2023-09-25,174.1999969482422,176.97000122070312,174.14999389648438,176.0800018310547,175.18356323242188,46172700
2023-09-26,174.82000732421875,175.1999969482422,171.66000366210938,171.9600067138672,171.08453369140625,64588900
2023-09-27,172.6199951171875,173.0399932861328,169.0500030517578,170.42999267578125,169.56231689453125,66921800
2023-09-28,169.33999633789062,172.02999877929688,167.6199951171875,170.69000244140625,169.82101440429688,56294400
2023-09-29,172.02000427246094,173.07000732421875,170.33999633789062,171.2100067138672,170.33837890625,51814200
2023-10-02,171.22000122070312,174.3000030517578,170.92999267578125,173.75,172.86541748046875,52164500
2023-10-03,172.25999450683594,173.6300048828125,170.82000732421875,172.39999389648438,171.52230834960938,49594600
2023-10-04,171.08999633789062,174.2100067138672,170.97000122070312,173.66000366210938,172.77589416503906,53020300
2023-10-05,173.7899932861328,175.4499969482422,172.67999267578125,174.91000366210938,174.01951599121094,48527900
2023-10-06,173.8000030517578,177.99000549316406,173.17999267578125,177.49000549316406,176.58639526367188,57224100
2023-10-09,176.80999755859375,179.0500030517578,175.8000030517578,178.99000549316406,178.07875061035156,42390800
2023-10-10,178.10000610351562,179.72000122070312,177.9499969482422,178.38999938964844,177.48179626464844,43698000
2023-10-11,178.1999969482422,179.85000610351562,177.60000610351562,179.8000030517578,178.88462829589844,47551100
2023-10-12,180.07000732421875,182.33999633789062,179.0399932861328,180.7100067138672,179.79000854492188,56743100
2023-10-13,181.4199981689453,181.92999267578125,178.13999938964844,178.85000610351562,177.93948364257812,51427100
2023-10-16,176.75,179.0800018310547,176.50999450683594,178.72000122070312,177.8101348876953,52517000
2023-10-17,176.64999389648438,178.4199981689453,174.8000030517578,177.14999389648438,176.24810791015625,57549400
2023-10-18,175.5800018310547,177.5800018310547,175.11000061035156,175.83999633789062,174.94479370117188,54764400
2023-10-19,176.0399932861328,177.83999633789062,175.19000244140625,175.4600067138672,174.5667266845703,59302900
2023-10-20,175.30999755859375,175.4199981689453,172.63999938964844,172.8800048828125,171.9998779296875,64189300
2023-10-23,170.91000366210938,174.00999450683594,169.92999267578125,173.0,172.1192626953125,55980100
2023-10-24,173.0500030517578,173.6699981689453,171.4499969482422,173.44000244140625,172.5570068359375,43816600
2023-10-25,171.8800048828125,173.05999755859375,170.64999389648438,171.10000610351562,170.2289276123047,57157000
2023-10-26,170.3699951171875,171.3800048828125,165.6699981689453,166.88999938964844,166.04034423828125,70625300
2023-10-27,166.91000366210938,168.9600067138672,166.8300018310547,168.22000122070312,167.3635711669922,58499100
2023-10-30,169.02000427246094,171.1699981689453,168.8699951171875,170.2899932861328,169.42303466796875,51131000
2023-10-31,169.35000610351562,170.89999389648438,167.89999389648438,170.77000427246094,169.90061950683594,44846000
2023-11-01,171.0,174.22999572753906,170.1199951171875,173.97000122070312,173.08432006835938,56934900
2023-11-02,175.52000427246094,177.77999877929688,175.4600067138672,177.57000732421875,176.66600036621094,77334800
2023-11-03,174.24000549316406,176.82000732421875,173.35000610351562,176.64999389648438,175.7506561279297,79763700
2023-11-06,176.3800048828125,179.42999267578125,176.2100067138672,179.22999572753906,178.31752014160156,63841300
2023-11-07,179.17999267578125,182.44000244140625,178.97000122070312,181.82000732421875,180.89434814453125,70530000
2023-11-08,182.35000610351562,183.4499969482422,181.58999633789062,182.88999938964844,181.95889282226562,49340300
2023-11-09,182.9600067138672,184.1199951171875,181.80999755859375,182.41000366210938,181.48135375976562,53763500
2023-11-10,183.97000122070312,186.57000732421875,183.52999877929688,186.39999389648438,185.69534301757812,66133400
2023-11-13,185.82000732421875,186.02999877929688,184.2100067138672,184.8000030517578,184.1013946533203,43627500
2023-11-14,187.6999969482422,188.11000061035156,186.3000030517578,187.44000244140625,186.73141479492188,60108400
2023-11-15,187.85000610351562,189.5,187.77999877929688,188.00999450683594,187.29925537109375,53790500
2023-11-16,189.57000732421875,190.9600067138672,188.64999389648438,189.7100067138672,188.99285888671875,54412900
2023-11-17,190.25,190.3800048828125,188.57000732421875,189.69000244140625,188.97291564941406,50922700
2023-11-20,189.88999938964844,191.91000366210938,189.8800048828125,191.4499969482422,190.72625732421875,46505100
2023-11-21,191.41000366210938,191.52000427246094,189.74000549316406,190.63999938964844,189.9193115234375,38134500
2023-11-22,191.49000549316406,192.92999267578125,190.8300018310547,191.30999755859375,190.58680725097656,39617700
2023-11-24,190.8699951171875,190.89999389648438,189.25,189.97000122070312,189.25184631347656,24048300
2023-11-27,189.9199981689453,190.6699981689453,188.89999389648438,189.7899932861328,189.072509765625,40552600
2023-11-28,189.77999877929688,191.0800018310547,189.39999389648438,190.39999389648438,189.68020629882812,38415400
2023-11-29,190.89999389648438,192.08999633789062,188.97000122070312,189.3699951171875,188.65411376953125,43014200
2023-11-30,189.83999633789062,190.32000732421875,188.19000244140625,189.9499969482422,189.23191833496094,48794400
2023-12-01,190.3300018310547,191.55999755859375,189.22999572753906,191.24000549316406,190.51705932617188,45679300
2023-12-04,189.97999572753906,190.0500030517578,187.4499969482422,189.42999267578125,188.71388244628906,43389500
2023-12-05,190.2100067138672,194.39999389648438,190.17999267578125,193.4199981689453,192.68881225585938,66628400
2023-12-06,194.4499969482422,194.75999450683594,192.11000061035156,192.32000732421875,191.5929718017578,41089700
